playlist,categorie,difficulte,titre,artiste
Années 90 — Mix,decades,MEDIUM,Creep,Radiohead
Années 90 — Mix,decades,MEDIUM,Champagne Supernova,Oasis
Années 90 — Mix,decades,MEDIUM,Lightning Crashes,Live
Années 90 — Mix,decades,MEDIUM,Glory Box,Portishead
Années 90 — Mix,decades,MEDIUM,Stay (I Missed You),Lisa Loeb
Années 90 — Mix,decades,MEDIUM,Around the World,Daft Punk
Années 90 — Mix,decades,MEDIUM,Praise You,Fatboy Slim
Années 90 — Mix,decades,MEDIUM,Block Rockin' Beats,The Chemical Brothers
Années 90 — Mix,decades,MEDIUM,Wannabe,Spice Girls
Années 90 — Mix,decades,MEDIUM,Baby One More Time,Britney Spears
Années 90 — Mix,decades,MEDIUM,Livin' la Vida Loca,Ricky Martin
Années 90 — Mix,decades,MEDIUM,Believe,Cher
Années 90 — Mix,decades,MEDIUM,Smells Like Teen Spirit,Nirvana
Années 90 — Mix,decades,MEDIUM,Wonderwall,Oasis
Années 90 — Mix,decades,MEDIUM,No Scrubs,TLC
Années 90 — Mix,decades,MEDIUM,Waterfalls,TLC
Années 90 — Mix,decades,MEDIUM,Vogue,Madonna
Années 90 — Mix,decades,MEDIUM,Torn,Natalie Imbruglia
Années 90 — Mix,decades,MEDIUM,MMMBop,Hanson
Années 90 — Mix,decades,MEDIUM,Closing Time,Semisonic
Années 90 — Mix,decades,MEDIUM,What Is Love,Haddaway
Années 90 — Mix,decades,MEDIUM,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory
Années 90 — Mix,decades,MEDIUM,The Sign,Ace of Base
Années 90 — Mix,decades,MEDIUM,All That She Wants,Ace of Base
Années 90 — Mix,decades,MEDIUM,Zombie,The Cranberries
Années 90 — Mix,decades,MEDIUM,Bitter Sweet Symphony,The Verve
Années 90 — Mix,decades,MEDIUM,I Will Always Love You,Whitney Houston
Années 90 — Mix,decades,MEDIUM,Enter Sandman,Metallica
Années 90 — Mix,decades,MEDIUM,Under the Bridge,Red Hot Chili Peppers
Années 90 — Mix,decades,MEDIUM,One,U2
Années 90 — Mix,decades,MEDIUM,Losing My Religion,R.E.M.
Années 90 — Mix,decades,MEDIUM,Nothing Compares 2 U,Sinéad O'Connor
Années 90 — Mix,decades,MEDIUM,Kiss from a Rose,Seal
Années 90 — Mix,decades,MEDIUM,Unfinished Sympathy,Massive Attack
Années 90 — Mix,decades,MEDIUM,No Rain,Blind Melon
Années 90 — Mix,decades,MEDIUM,Connection,Elastica
Années 90 — Mix,decades,MEDIUM,Genie in a Bottle,Christina Aguilera
Années 90 — Mix,decades,MEDIUM,No Diggity,Blackstreet
Années 90 — Mix,decades,MEDIUM,Return of the Mack,Mark Morrison
Années 90 — Mix,decades,MEDIUM,California Love,2Pac
Années 90 — Mix,decades,MEDIUM,Jump Around,House of Pain
Années 90 — Mix,decades,MEDIUM,Insane in the Brain,Cypress Hill
Années 90 — Mix,decades,MEDIUM,Mo Money Mo Problems,The Notorious B.I.G.
Années 90 — Mix,decades,MEDIUM,Regulate,Warren G & Nate Dogg
Années 90 — Mix,decades,MEDIUM,C.R.E.A.M.,Wu-Tang Clan
Années 90 — Mix,decades,MEDIUM,Shoop,Salt-N-Pepa
Années 90 — Mix,decades,MEDIUM,September,"Earth, Wind & Fire"
Années 90 — Mix,decades,MEDIUM,Show Me Love,Robin S.
Années 90 — Mix,decades,MEDIUM,Pump Up the Jam,Technotronic
Années 90 — Mix,decades,MEDIUM,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),Scatman John
Années 90 — Mix,decades,MEDIUM,2 Become 1,Spice Girls
Années 90 — Mix,decades,MEDIUM,I Want It That Way,Backstreet Boys
Années 90 — Mix,decades,MEDIUM,Tearin' Up My Heart,NSYNC
Années 90 — Mix,decades,MEDIUM,I'll Be There for You,The Rembrandts
Années 90 — Mix,decades,MEDIUM,Semi-Charmed Life,Third Eye Blind
Années 90 — Mix,decades,MEDIUM,Breakfast at Tiffany's,Deep Blue Something
Années 90 — Mix,decades,MEDIUM,One Headlight,The Wallflowers
Années 90 — Mix,decades,MEDIUM,Save Tonight,Eagle-Eye Cherry
Années 90 — Mix,decades,MEDIUM,The Freshmen,The Verve Pipe
Années 90 — Mix,decades,MEDIUM,Peaches,The Presidents of the United States of America
Années 90 — Mix,decades,MEDIUM,Good Riddance (Time of Your Life),Green Day
Années 90 — Mix,decades,MEDIUM,Basket Case,Green Day
Années 90 — Mix,decades,MEDIUM,She Drives Me Crazy,Fine Young Cannibals
Années 90 — Mix,decades,MEDIUM,Everlong,Foo Fighters
Années 90 — Mix,decades,MEDIUM,Come as You Are,Nirvana
Années 90 — Mix,decades,MEDIUM,Even Flow,Pearl Jam
Années 90 — Mix,decades,MEDIUM,Black Hole Sun,Soundgarden
Années 90 — Mix,decades,MEDIUM,Plush,Stone Temple Pilots
Années 90 — Mix,decades,MEDIUM,Interstate Love Song,Stone Temple Pilots
Années 90 — Mix,decades,MEDIUM,Two Princes,Spin Doctors
Années 90 — Mix,decades,MEDIUM,Runaway Train,Soul Asylum
Années 90 — Mix,decades,MEDIUM,What's Up?,4 Non Blondes
Années 90 — Mix,decades,MEDIUM,Jane Says,Jane's Addiction
Années 90 — Moyen,decades,MEDIUM,Vogue,Madonna
Années 90 — Moyen,decades,MEDIUM,Bitter Sweet Symphony,The Verve
Années 90 — Moyen,decades,MEDIUM,Don't Speak,No Doubt
Années 90 — Moyen,decades,MEDIUM,Torn,Natalie Imbruglia
Années 90 — Moyen,decades,MEDIUM,I Don't Want to Miss a Thing,Aerosmith
Années 90 — Moyen,decades,MEDIUM,Iris,Goo Goo Dolls
Années 90 — Moyen,decades,MEDIUM,Tubthumping,Chumbawamba
Années 90 — Moyen,decades,MEDIUM,The Sign,Ace of Base
Années 90 — Moyen,decades,MEDIUM,What's Up?,4 Non Blondes
Années 90 — Moyen,decades,MEDIUM,Zombie,The Cranberries
Années 90 — Moyen,decades,MEDIUM,Kiss from a Rose,Seal
Années 90 — Moyen,decades,MEDIUM,Genie in a Bottle,Christina Aguilera
Années 90 — Moyen,decades,MEDIUM,Show Me Love,Robin S.
Années 90 — Moyen,decades,MEDIUM,Gangsta's Paradise,Coolio
Années 90 — Moyen,decades,MEDIUM,Black Hole Sun,Soundgarden
Années 90 — Moyen,decades,MEDIUM,Wannabe,Spice Girls
Années 90 — Moyen,decades,MEDIUM,Virtual Insanity,Jamiroquai
Années 90 — Moyen,decades,MEDIUM,Wonderwall,Oasis
Années 90 — Moyen,decades,MEDIUM,Song 2,Blur
Années 90 — Moyen,decades,MEDIUM,Creep,Radiohead
Années 90 — Moyen,decades,MEDIUM,Smells Like Teen Spirit,Nirvana
Années 90 — Moyen,decades,MEDIUM,No Rain,Blind Melon
Années 90 — Moyen,decades,MEDIUM,Linger,The Cranberries
Années 90 — Moyen,decades,MEDIUM,Connection,Elastica
Années 90 — Moyen,decades,MEDIUM,Common People,Pulp
Années 90 — Moyen,decades,MEDIUM,Waterfalls,TLC
Années 90 — Moyen,decades,MEDIUM,No Scrubs,TLC
Années 90 — Moyen,decades,MEDIUM,Un-Break My Heart,Toni Braxton
Années 90 — Moyen,decades,MEDIUM,Basket Case,Green Day
Années 90 — Moyen,decades,MEDIUM,All Star,Smash Mouth
Années 90 — Moyen,decades,MEDIUM,Brimful of Asha,Cornershop
Années 90 — Moyen,decades,MEDIUM,The Bad Touch,Bloodhound Gang
Années 90 — Moyen,decades,MEDIUM,Fly,Sugar Ray
Années 90 — Moyen,decades,MEDIUM,MMM Bop,Hanson
Années 90 — Moyen,decades,MEDIUM,Truly Madly Deeply,Savage Garden
Années 90 — Moyen,decades,MEDIUM,I Want It That Way,Backstreet Boys
Années 90 — Moyen,decades,MEDIUM,Baby One More Time,Britney Spears
Années 90 — Moyen,decades,MEDIUM,Believe,Cher
Années 90 — Moyen,decades,MEDIUM,Blue (Da Ba Dee),Eiffel 65
Années 90 — Moyen,decades,MEDIUM,What Is Love,Haddaway
Années 90 — Moyen,decades,MEDIUM,Cotton Eye Joe,Rednex
Années 90 — Moyen,decades,MEDIUM,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),Scatman John
Années 90 — Moyen,decades,MEDIUM,Sandstorm,Darude
Années 90 — Moyen,decades,MEDIUM,Better Off Alone,Alice Deejay
Années 90 — Moyen,decades,MEDIUM,Barbie Girl,Aqua
Années 90 — Moyen,decades,MEDIUM,I Will Always Love You,Whitney Houston
Années 90 — Moyen,decades,MEDIUM,Fantasy,Mariah Carey
Années 90 — Moyen,decades,MEDIUM,Return of the Mack,Mark Morrison
Années 90 — Moyen,decades,MEDIUM,No Diggity,Blackstreet
Années 90 — Moyen,decades,MEDIUM,Smooth,Santana feat. Rob Thomas
Années 90 — Moyen,decades,MEDIUM,Livin' la Vida Loca,Ricky Martin
Années 90 — Moyen,decades,MEDIUM,Mambo No. 5,Lou Bega
Années 90 — Moyen,decades,MEDIUM,Doo Wop (That Thing),Lauryn Hill
Années 90 — Moyen,decades,MEDIUM,Say My Name,Destiny's Child
Années 90 — Moyen,decades,MEDIUM,"Bills, Bills, Bills",Destiny's Child
Années 90 — Moyen,decades,MEDIUM,Semi-Charmed Life,Third Eye Blind
Années 90 — Moyen,decades,MEDIUM,Two Princes,Spin Doctors
Années 90 — Moyen,decades,MEDIUM,Peaches,The Presidents of the United States of America
Années 90 — Moyen,decades,MEDIUM,Good Riddance (Time of Your Life),Green Day
Années 90 — Moyen,decades,MEDIUM,One Headlight,The Wallflowers
Années 90 — Moyen,decades,MEDIUM,Interstate Love Song,Stone Temple Pilots
Années 90 — Moyen,decades,MEDIUM,Plush,Stone Temple Pilots
Années 90 — Moyen,decades,MEDIUM,Even Flow,Pearl Jam
Années 90 — Moyen,decades,MEDIUM,Man in the Box,Alice in Chains
Années 90 — Moyen,decades,MEDIUM,Come as You Are,Nirvana
Années 90 — Moyen,decades,MEDIUM,Glycerine,Bush
Années 90 — Moyen,decades,MEDIUM,Girls & Boys,Blur
Années 90 — Moyen,decades,MEDIUM,Disco 2000,Pulp
Années 90 — Moyen,decades,MEDIUM,There She Goes,The La's
Années 90 — Moyen,decades,MEDIUM,Female of the Species,Space
Années 90 — Moyen,decades,MEDIUM,Breakfast at Tiffany's,Deep Blue Something
Années 90 — Moyen,decades,MEDIUM,Flagpole Sitta,Harvey Danger
Années 90 — Moyen,decades,MEDIUM,Possum Kingdom,The Toadies
Années 90 — Moyen,decades,MEDIUM,Save Tonight,Eagle-Eye Cherry
Années 90 — Moyen,decades,MEDIUM,My Own Worst Enemy,Lit
Années 90 — Moyen,decades,MEDIUM,Inside Out,Eve 6
Années 90 — Moyen,decades,MEDIUM,Closing Time,Semisonic
Années 90 — Moyen,decades,MEDIUM,How Bizarre,OMC
Années 90 — Moyen,decades,MEDIUM,Life Is a Highway,Tom Cochrane
Années 90 — Moyen,decades,MEDIUM,Standing Outside a Broken Phone Booth with Money in My Hand,Primitive Radio Gods
Britpop 90s,decades,MEDIUM,Wonderwall,Oasis
Britpop 90s,decades,MEDIUM,Don't Look Back in Anger,Oasis
Britpop 90s,decades,MEDIUM,Champagne Supernova,Oasis
Britpop 90s,decades,MEDIUM,Song 2,Blur
Britpop 90s,decades,MEDIUM,Parklife,Blur
Britpop 90s,decades,MEDIUM,Common People,Pulp
Britpop 90s,decades,MEDIUM,Disco 2000,Pulp
Britpop 90s,decades,MEDIUM,The Drugs Don't Work,The Verve
Britpop 90s,decades,MEDIUM,Bitter Sweet Symphony,The Verve
Britpop 90s,decades,MEDIUM,Creep,Radiohead
Britpop 90s,decades,MEDIUM,Karma Police,Radiohead
Britpop 90s,decades,MEDIUM,There She Goes,The La's
Britpop 90s,decades,MEDIUM,Animal Nitrate,Suede
Britpop 90s,decades,MEDIUM,Why Does It Always Rain on Me?,Travis
Britpop 90s,decades,MEDIUM,Caught by the Fuzz,Supergrass
Britpop 90s,decades,MEDIUM,Don't Speak,No Doubt
Britpop 90s,decades,MEDIUM,Peaches,The Presidents of the United States of America
Britpop 90s,decades,MEDIUM,One Headlight,The Wallflowers
Britpop 90s,decades,MEDIUM,Closing Time,Semisonic
Britpop 90s,decades,MEDIUM,Save Tonight,Eagle-Eye Cherry
Britpop 90s,decades,MEDIUM,Tubthumping,Chumbawamba
Britpop 90s,decades,MEDIUM,Virtual Insanity,Jamiroquai
Britpop 90s,decades,MEDIUM,Breathe,The Prodigy
Britpop 90s,decades,MEDIUM,Firestarter,The Prodigy
Hard Rock 80s,decades,MEDIUM,You Give Love a Bad Name,Bon Jovi
Hard Rock 80s,decades,MEDIUM,Pour Some Sugar on Me,Def Leppard
Hard Rock 80s,decades,MEDIUM,Photograph,Def Leppard
Hard Rock 80s,decades,MEDIUM,Sweet Child o' Mine,Guns N' Roses
Hard Rock 80s,decades,MEDIUM,Welcome to the Jungle,Guns N' Roses
Hard Rock 80s,decades,MEDIUM,Janie's Got a Gun,Aerosmith
Hard Rock 80s,decades,MEDIUM,Don't Stop Believin',Journey
Hard Rock 80s,decades,MEDIUM,Jump,Van Halen
Hard Rock 80s,decades,MEDIUM,Rock You Like a Hurricane,Scorpions
Hard Rock 80s,decades,MEDIUM,Still Loving You,Scorpions
Hard Rock 80s,decades,MEDIUM,Carrie,Europe
Hard Rock 80s,decades,MEDIUM,I Wanna Rock,Twisted Sister
Hard Rock 80s,decades,MEDIUM,We're Not Gonna Take It,Twisted Sister
Hard Rock 80s,decades,MEDIUM,Crazy Train,Ozzy Osbourne
Hard Rock 80s,decades,MEDIUM,Back in Black,AC/DC
Hard Rock 80s,decades,MEDIUM,Livin' on a Prayer,Bon Jovi
Hard Rock 80s,decades,MEDIUM,Dream On,Aerosmith
Hard Rock 80s,decades,MEDIUM,The Final Countdown,Europe
Hard Rock 80s,decades,MEDIUM,Here I Go Again,Whitesnake
Hard Rock 80s,decades,MEDIUM,Round and Round,Ratt
Hard Rock 80s,decades,MEDIUM,Cherry Pie,Warrant
Hard Rock 80s,decades,MEDIUM,Every Rose Has Its Thorn,Poison
Hard Rock 80s,decades,MEDIUM,Home Sweet Home,Mötley Crüe
Hard Rock 80s,decades,MEDIUM,Kickstart My Heart,Mötley Crüe
Hard Rock 80s,decades,MEDIUM,Don't Know What You Got (Till It's Gone),Cinderella
Hard Rock 80s,decades,MEDIUM,What I Like About You,The Romantics
Hard Rock 80s,decades,MEDIUM,I Want to Know What Love Is,Foreigner
Hard Rock 80s,decades,MEDIUM,Burning Heart,Survivor
Hard Rock 80s,decades,MEDIUM,Eye of the Tiger,Survivor
Hard Rock 80s,decades,MEDIUM,Runnin' Down a Dream,Tom Petty and the Heartbreakers
Hard Rock 80s,decades,MEDIUM,You've Got Another Thing Comin',Judas Priest
Hard Rock 80s,decades,MEDIUM,Run to the Hills,Iron Maiden
Hard Rock 80s,decades,MEDIUM,The Trooper,Iron Maiden
Hard Rock 80s,decades,MEDIUM,Highway to Hell,AC/DC
Hard Rock 80s,decades,MEDIUM,Signs,Tesla
Hard Rock 80s,decades,MEDIUM,Sister Christian,Night Ranger
Hard Rock 80s,decades,MEDIUM,Alone,Heart
Hard Rock 80s,decades,MEDIUM,Flying High Again,Ozzy Osbourne
Hard Rock 80s,decades,MEDIUM,Detroit Rock City,Kiss
Hard Rock 80s,decades,MEDIUM,More Than a Feeling,Boston
Hard Rock 80s,decades,MEDIUM,The Warrior,Scandal
Hard Rock 80s,decades,MEDIUM,Separate Ways (Worlds Apart),Journey
New Wave & Synthpop 80s,decades,MEDIUM,Take On Me,a-ha
New Wave & Synthpop 80s,decades,MEDIUM,Don't You (Forget About Me),Simple Minds
New Wave & Synthpop 80s,decades,MEDIUM,Just Can't Get Enough,Depeche Mode
New Wave & Synthpop 80s,decades,MEDIUM,People Are People,Depeche Mode
New Wave & Synthpop 80s,decades,MEDIUM,Sweet Dreams (Are Made of This),Eurythmics
New Wave & Synthpop 80s,decades,MEDIUM,Here Comes the Rain Again,Eurythmics
New Wave & Synthpop 80s,decades,MEDIUM,Everybody Wants to Rule the World,Tears for Fears
New Wave & Synthpop 80s,decades,MEDIUM,Shout,Tears for Fears
New Wave & Synthpop 80s,decades,MEDIUM,Hungry Like the Wolf,Duran Duran
New Wave & Synthpop 80s,decades,MEDIUM,Africa,Toto
New Wave & Synthpop 80s,decades,MEDIUM,Total Eclipse of the Heart,Bonnie Tyler
New Wave & Synthpop 80s,decades,MEDIUM,99 Luftballons,Nena
New Wave & Synthpop 80s,decades,MEDIUM,Tarzan Boy,Baltimora
New Wave & Synthpop 80s,decades,MEDIUM,Karma Chameleon,Culture Club
New Wave & Synthpop 80s,decades,MEDIUM,Self Control,Laura Branigan
New Wave & Synthpop 80s,decades,MEDIUM,Tainted Love,Soft Cell
New Wave & Synthpop 80s,decades,MEDIUM,Don't You Want Me,The Human League
New Wave & Synthpop 80s,decades,MEDIUM,Rio,Duran Duran
New Wave & Synthpop 80s,decades,MEDIUM,Girls Just Want to Have Fun,Cyndi Lauper
New Wave & Synthpop 80s,decades,MEDIUM,Time After Time,Cyndi Lauper
New Wave & Synthpop 80s,decades,MEDIUM,West End Girls,Pet Shop Boys
New Wave & Synthpop 80s,decades,MEDIUM,It's a Sin,Pet Shop Boys
New Wave & Synthpop 80s,decades,MEDIUM,True,Spandau Ballet
New Wave & Synthpop 80s,decades,MEDIUM,Gold,Spandau Ballet
New Wave & Synthpop 80s,decades,MEDIUM,Love My Way,The Psychedelic Furs
New Wave & Synthpop 80s,decades,MEDIUM,Once in a Lifetime,Talking Heads
New Wave & Synthpop 80s,decades,MEDIUM,Burning Down the House,Talking Heads
New Wave & Synthpop 80s,decades,MEDIUM,I Ran (So Far Away),A Flock of Seagulls
New Wave & Synthpop 80s,decades,MEDIUM,Our House,Madness
New Wave & Synthpop 80s,decades,MEDIUM,Der Kommissar,After the Fire
New Wave & Synthpop 80s,decades,MEDIUM,Fade to Grey,Visage
New Wave & Synthpop 80s,decades,MEDIUM,The Promise,When in Rome
New Wave & Synthpop 80s,decades,MEDIUM,Enola Gay,Orchestral Manoeuvres in the Dark
New Wave & Synthpop 80s,decades,MEDIUM,If You Leave,Orchestral Manoeuvres in the Dark
New Wave & Synthpop 80s,decades,MEDIUM,Walking on Sunshine,Katrina & The Waves
New Wave & Synthpop 80s,decades,MEDIUM,Come On Eileen,Dexys Midnight Runners
New Wave & Synthpop 80s,decades,MEDIUM,I Melt with You,Modern English
New Wave & Synthpop 80s,decades,MEDIUM,Love Will Tear Us Apart,Joy Division
New Wave & Synthpop 80s,decades,MEDIUM,She Blinded Me with Science,Thomas Dolby
New Wave & Synthpop 80s,decades,MEDIUM,Pop Muzik,M
New Wave & Synthpop 80s,decades,MEDIUM,Ashes to Ashes,David Bowie
New Wave & Synthpop 80s,decades,MEDIUM,Heart of Glass,Blondie
New Wave & Synthpop 80s,decades,MEDIUM,Call Me,Blondie
New Wave & Synthpop 80s,decades,MEDIUM,Venus,Bananarama
New Wave & Synthpop 80s,decades,MEDIUM,Cruel Summer,Bananarama
New Wave & Synthpop 80s,decades,MEDIUM,Two Tribes,Frankie Goes to Hollywood
New Wave & Synthpop 80s,decades,MEDIUM,Don't Dream It's Over,Crowded House
New Wave & Synthpop 80s,decades,MEDIUM,Word Up!,Cameo
New Wave & Synthpop 80s,decades,MEDIUM,Sunglasses at Night,Corey Hart
New Wave & Synthpop 80s,decades,MEDIUM,I'm Still Standing,Elton John
New Wave & Synthpop 80s,decades,MEDIUM,Dancing with Myself,Billy Idol
New Wave & Synthpop 80s,decades,MEDIUM,White Wedding,Billy Idol
New Wave & Synthpop 80s,decades,MEDIUM,Holding Out for a Hero,Bonnie Tyler
New Wave & Synthpop 80s,decades,MEDIUM,Electric Avenue,Eddy Grant
New Wave & Synthpop 80s,decades,MEDIUM,Gloria,Laura Branigan
New Wave & Synthpop 80s,decades,MEDIUM,What I Like About You,The Romantics
New Wave & Synthpop 80s,decades,MEDIUM,Need You Tonight,INXS
New Wave & Synthpop 80s,decades,MEDIUM,I'm on Fire,Bruce Springsteen
New Wave & Synthpop 80s,decades,MEDIUM,Manic Monday,The Bangles
New Wave & Synthpop 80s,decades,MEDIUM,Walk Like an Egyptian,The Bangles
New Wave & Synthpop 80s,decades,MEDIUM,Take My Breath Away,Berlin
New Wave & Synthpop 80s,decades,MEDIUM,Video Killed the Radio Star,The Buggles
New Wave & Synthpop 80s,decades,MEDIUM,Voices Carry,'Til Tuesday
New Wave & Synthpop 80s,decades,MEDIUM,Only You,Yazoo
New Wave & Synthpop 80s,decades,MEDIUM,Don't Stop Believin',Journey
New Wave & Synthpop 80s,decades,MEDIUM,Weird Science,Oingo Boingo
New Wave & Synthpop 80s,decades,MEDIUM,Sledgehammer,Peter Gabriel
New Wave & Synthpop 80s,decades,MEDIUM,One Thing Leads to Another,The Fixx
New Wave & Synthpop 80s,decades,MEDIUM,Obsession,Animotion
New Wave & Synthpop 80s,decades,MEDIUM,Wouldn't It Be Good,Nik Kershaw
New Wave & Synthpop 80s,decades,MEDIUM,Together in Electric Dreams,Philip Oakey & Giorgio Moroder
New Wave & Synthpop 80s,decades,MEDIUM,Major Tom (Coming Home),Peter Schilling
New Wave & Synthpop 80s,decades,MEDIUM,Pump Up the Volume,M.A.R.R.S.
New Wave & Synthpop 80s,decades,MEDIUM,Smalltown Boy,Bronski Beat
New Wave & Synthpop 80s,decades,MEDIUM,Forever Young,Alphaville
New Wave & Synthpop 80s,decades,MEDIUM,The Look,Roxette
New Wave & Synthpop 80s,decades,MEDIUM,Listen to Your Heart,Roxette
New Wave & Synthpop 80s,decades,MEDIUM,Whip It,Devo
Punk Rock — 90s & 2000s,decades,MEDIUM,Basket Case,Green Day
Punk Rock — 90s & 2000s,decades,MEDIUM,American Idiot,Green Day
Punk Rock — 90s & 2000s,decades,MEDIUM,All the Small Things,blink-182
Punk Rock — 90s & 2000s,decades,MEDIUM,What's My Age Again?,Blink-182
Punk Rock — 90s & 2000s,decades,MEDIUM,Self Esteem,The Offspring
Punk Rock — 90s & 2000s,decades,MEDIUM,Pretty Fly (For a White Guy),The Offspring
Punk Rock — 90s & 2000s,decades,MEDIUM,Fat Lip,Sum 41
Punk Rock — 90s & 2000s,decades,MEDIUM,In Too Deep,Sum 41
