youtube_id	yt_title	yt_channel	catalog_artist	catalog_title	verdict	playable	reason	n_tracks
IsuVMdnF8A0	Zedd - Spectrum ft. Matthew Koma (Official Music Video)	ZEDDVEVO	Zedd	Spectrum	ok	Y		1
sO9cBXRcBvo	Kiiara - Gold (Official Video)	Kiiara	Kiiara	Gold	ok	Y		1
kOkQ4T5WO9E	Calvin Harris, Rihanna - This Is What You Came For (Official Video)	CalvinHarrisVEVO	Calvin Harris ft. Rihanna	This Is What You Came For	ok	Y		5
S4nvHDLK69c	Pancakes or Waffles 🤔 #roblox #trolling #prank #funny #memes #meme #comedy #shorts	🥞Pancake🔥	Bande originale	Waffles + Mochi Theme	title_mismatch	Y		1
9vSpgfZeuMA	Damso - BruxellesVie	DamsoVEVO	Damso	Bruxelles vie	ok	Y		1
OkyrIRyrRdY	Jack Johnson - banana pancakes	l onderwater	Jack Johnson	Banana Pancakes	ok	Y		1
PLNxtWSXBIM	Pas le choix	DTF - Topic	PLK	Pas le choix	artist_mismatch	Y		1
y8trd3gjJt0	Farruko - Pepas (Official Video)	FARRUKOVEVO	Farruko	Pepas	ok	Y		3
MrTz5xjmso4	Sean Kingston - Beautiful Girls (Official HD Video)	seankingstonVEVO	Sean Kingston	Beautiful Girls	ok	Y		6
jqjMu2NfiUI	J Balvin - Ginza (Audio)	DouglasGriezmannVevo	J Balvin	Ginza	ok	Y		2
IRvGZffXhfk	ATC - All Around The World (la la la la la la la la)	Gattikus	ATC	Around the World	ok	N	blocked_FR	2
Qkuu0Lwb5EM	Baha Men - Who Let The Dogs Out (Original version) | Full HD | 1080p	Karan Thakur	Baha Men	Who Let the Dogs Out	ok	Y		1
dWnrSIQNPfA	Jonas Brothers - Burnin' Up (Lyrics / Lyric Video)	21C Lyrics	Jonas Brothers	Burnin' Up	ok	Y		1
9XaS93WMRQQ	Bad Wolves - Zombie (Official Video)	Better Noise Music	Bad Wolves	Zombie	ok	Y		1
MVcaHiCnR-w	Francesco De Gregori - La donna cannone (Official Audio)	degregoriVEVO	Francesco De Gregori	La donna cannone	ok	Y		2
HCjNJDNzw8Y	Camila Cabello - Havana (Audio) ft. Young Thug	CamilaCabelloVEVO	Camila Cabello ft. Young Thug	Havana	ok	Y		8
Q0yrbbCYIns	Righeira - L'estate sta finendo (Official Visual Video)	D.V. More Record	Righeira	L'estate sta finendo	ok	Y		1
HUHC9tYz8ik	Billie Eilish - bury a friend	BillieEilishVEVO	Billie Eilish	Bury a Friend	ok	Y		1
bpOSxM0rNPM	Arctic Monkeys - Do I Wanna Know? (Official Video)	Official Arctic Monkeys	Arctic Monkeys	Do I Wanna Know?	ok	Y		6
PIh2xe4jnpk	MAGIC! - Rude (Official Video)	ournameismagicVEVO	MAGIC!	Rude	ok	Y		6
P00HMxdsVZI	Lizzo - Truth Hurts (Official Video)	Lizzo Music	Lizzo	Truth Hurts	ok	Y		2
DyDfgMOUjCI	Billie Eilish - bad guy	BillieEilishVEVO	Billie Eilish	bad guy	ok	Y		6
y6XWegR-HYE	LAYLOW - MEGATRON	DigitalTV	Laylow	Megatron	ok	Y		1
C10ncW6Pi-8	Heuss L'enfoiré - L'enfoiré (Clip Officiel)	Heuss L'Enfoiré	Heuss l'Enfoiré	Moooh	title_mismatch	Y		1
tbneQDc2H3I	KAROL G, Nicki Minaj - Tusa (Official Video)	KarolGVEVO	Maluma	Hawái	ok	Y		6
Eab_beh07HU	The Beach Boys - Good Vibrations	Stephen McElvain	The Beach Boys	Good Vibrations	ok	Y		4
r75BFcH4u2k	Arcade Fire - Afterlife (Lyric Video)	ArcadeFireVEVO	Arcade Fire	Afterlife	ok	N	not_in_allowed_regions	2
r7qovpFAGrQ	Lil Nas X - Old Town Road (Official Video) ft. Billy Ray Cyrus	LilNasXVEVO	Lil Nas X	Old Town Road	ok	Y		4
ZieDWVxm7tE	Linkin Park   In The End Top Of The Pops 2001	Matheus Skt	Linkin Park	In the End	ok	Y		2
ppiV9UnqRn4	CNCO - Reggaetón Lento (Bailemos) [Cover Audio]	CNCOVEVO	CNCO	Reggaetón Lento	ok	Y		2
7EvEMurzDyc	C'est la Fête (De "La Belle et la Bête"/Audio Only)	disneymusicfrVEVO	La Belle et la Bête (cast français)	C'est la fête	ok	Y		2
HuwxD1CS3RQ	One of A Kind (From The Netflix Series: “Ridley Jones”)	Ridley Jones Cast - Topic	Bande originale	Ridley Jones Theme	ok	Y		1
GoA7qgctO3k	Freeze Corleone - Desiigner	No Tatts	Freeze Corleone	Desiigner	ok	Y		1
UtUHEsPfjjE	Lucio Battisti - Il mio canto libero (Official Audio)	LucioBattistiVEVO	Lucio Battisti	Il mio canto libero	ok	Y		2
WuePOeDCRdM	Piove (Ciao ciao bambina)	Domenico Modugno - Topic	Domenico Modugno	Piove (Ciao Ciao Bambina)	ok	Y		2
iOT_zuDHvVk	The Police - Every Breath You Take (Visualiser)	ThePoliceVEVO	The Police	Every Breath You Take	ok	Y		2
H7HmzwI67ec	Owl City & Carly Rae Jepsen - Good Time	OwlCityVEVO	Owl City	Good Time	ok	Y		2
NG2i4d8xOMo	Spice Up Your Life	Spice Girls - Topic	Spice Girls	Spice Up Your Life	ok	Y		3
jkaMiaRLgvY	The Kooks - Naive	TheKooksVEVO	The Kooks	Naïve	ok	Y		2
TxtjTag4-Mw	Umberto Tozzi - Ti amo (Official Audio)	Warner Music Italy	Umberto Tozzi	Ti amo	ok	Y		3
fe4EK4HSPkI	MGMT - Kids (Official HD Video)	MGMTVEVO	MGMT	Kids	ok	Y		3
CfihYWRWRTQ	John Newman - Love Me Again	JohnNewmanVEVO	John Newman	Love Me Again	ok	Y		2
UK6m9_qUVhQ	My Chemical Romance - Helena (Outtake Version)	My Chemical Romance	My Chemical Romance	Helena	ok	Y		2
OScp2u69dOc	Rita Pavone - Cuore	glivingston73	Rita Pavone	Cuore	ok	Y		1
HmP_wGYw1_g	Jack Harlow - First Class [Official Visualizer]	Jack Harlow	Jack Harlow	First Class	ok	Y		2
VVkHZz0WOqs	Ultravox - Vienna  [Official HD Remastered Video]	Ultravox	Ultravox	Vienna	ok	Y		3
HL_WvOly7mY	Weezer - Beverly Hills	WeezerVEVO	Weezer	Beverly Hills	ok	Y		2
PFW2uSCZ0uE	Clocks	Coldplay - Topic	Coldplay	Clocks	ok	Y		1
tdVAqxNLXiw	Coldplay - Yellow	Somber Sounds	Coldplay	Yellow	ok	Y		3
y8vLMHeO_5s	Hot In Herre	Nelly - Topic	Nelly	Hot in Herre	ok	Y		2
Etr6BrGaJkY	Train - Drops Of Jupiter	TrainVEVO	Train	Drops of Jupiter	ok	Y		2
8DcocGKUi90	Peppino di Capri - Champagne	La Repubblica	Peppino di Capri	Champagne	ok	Y		1
zuuObGsB0No	Joy Division - Love Will Tear Us Apart [OFFICIAL MUSIC VIDEO]	Joy Division	Joy Division	Love Will Tear Us Apart	ok	Y		3
9klEsdUxNvY	Such Great Heights	The Postal Service - Topic	The Postal Service	Such Great Heights	ok	Y		2
TPhnOKmhbBw	Modest Mouse - Ocean Breathes Salty (Official Music Video)	MODESTMOUSEVEVO	Modest Mouse	Ocean Breathes Salty	ok	Y		2
iEPTlhBmwRg	Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video) ft. Christina Aguilera	Maroon5VEVO	Maroon 5 & Christina Aguilera	Moves Like Jagger	ok	Y		5
liTfD88dbCo	Ed Sheeran - Shape of You (Lyrics)	7clouds	Ed Sheeran	Shape of You	ok	Y		2
0jX6aSTt9ek	Arctic Monkeys - Mardy Bum	Mario Ríos	Arctic Monkeys	Mardy Bum	ok	Y		1
YBHQbu5rbdQ	Fifth Harmony - Worth It (Official Video) ft. Kid Ink	FifthHarmonyVEVO	Fifth Harmony	Worth It	ok	Y		2
a59gmGkq_pw	Major Lazer - Cold Water (feat. Justin Bieber & MØ) [Official Lyric Video]	Major Lazer Official	Major Lazer	Cold Water	ok	Y		5
T3E9Wjbq44E	Gym Class Heroes: Stereo Hearts ft. Adam Levine [OFFICIAL VIDEO]	Fueled By Ramen	Gym Class Heroes	Stereo Hearts	ok	Y		2
lDpnjE1LUvE	Nick Cave & The Bad Seeds ft. Kylie Minogue - Where The Wild Roses Grow (Official 4K Video)	Nick Cave and the Bad Seeds	Nick Cave & Kylie Minogue	Where the Wild Roses Grow	ok	Y		1
234a0963oVw	Les Chevaliers du Zodiaque : le générique de Bernard Minet (Clip officiel)	Génération Club Do	Bernard Minet	Les Chevaliers du Zodiaque	ok	Y		1
zA52uNzx7Y4	Eiffel 65 - Blue (Da Ba Dee)	malawolf85	Eiffel 65	Blue (Da Ba Dee)	ok	Y		14
2zMIddjFAIA	Pokémon Theme	Pokémon - Topic	Bande originale	Pokémon Theme	ok	Y		3
tgIqecROs5M	AWOLNATION - Sail (Official Music Video)	Red Bull Records	AWOLNATION	Sail	ok	Y		3
dZX6Q-Bj_xg	Passion Pit - Take a Walk (Official Video)	PassionPitVEVO	Passion Pit	Take a Walk	ok	Y		3
b7pE8AG1jjE	Ribs	Lorde - Topic	Lorde	Ribs	ok	Y		2
0EVVKs6DQLo	Doja Cat - Kiss Me More (Official Video) ft. SZA	dojacatVEVO	Doja Cat feat. SZA	Kiss Me More	ok	Y		5
S5hO8UF9FJ4	Fiona Apple - Hot Knife	namizmo	Fiona Apple	Hot Knife	ok	Y		2
0DvPjYTvI14	Yeah Yeah Yeahs, Maps	rocky storm	Yeah Yeah Yeahs	Maps	ok	Y		3
r1MN4pR5wXM	Swedish House Mafia - Don't You Worry Child feat. John Martin (Pete Tong Radio 1 Exclusive 10.08.12)	Swedish House Mafia	Swedish House Mafia	Don't You Worry Child	ok	Y		2
q-9kPks0IfE	The Rembrandts- I'll be there for you (official video)	alliemaster93	The Rembrandts	I'll Be There for You	ok	Y		3
PIb6AZdTr-A	Cyndi Lauper - Girls Just Want To Have Fun (Official Video)	CyndiLauperVEVO	Cyndi Lauper	Girls Just Want to Have Fun	ok	Y		11
8ILGlfnOV_E	Word Party Main Theme (From "Word Party")	Release - Topic	Bande originale	Word Party Theme	ok	Y		1
YQY9BZBrZds	R. City - Locked Away (Audio) ft. Adam Levine	RockCityVEVO	R. City	Locked Away	ok	Y		1
SlWBJ7MTV8M	Lady Gaga, Bradley Cooper - Shallow (Lyrics)	CountryHype	Lady Gaga	Shallow	ok	Y		3
ausP0hQrR-Q	Bloc Party - Banquet (2005)	Vitamin In Sound	Bloc Party	Banquet	ok	Y		3
OK_b2-w0u60	Bruno Mars - Locked Out Of Heaven	LatinHype	Bruno Mars	Locked Out of Heaven	ok	Y		2
rn9AQoI7mYU	Major Lazer & DJ Snake - Lean On (feat. MØ) [Official Lyric Video]	Major Lazer Official	Major Lazer	Lean On	ok	Y		3
1bGOgY1CmiU	Stevie Wonder I Just Called To Say I Love You	no	Stevie Wonder	I Just Called to Say I Love You	ok	Y		3
RrxePKps87k	Nick Cave & The Bad Seeds - Red Right Hand (Official Video)	Nick Cave and the Bad Seeds	Nick Cave & the Bad Seeds	Red Right Hand	ok	Y		3
7-x3uD5z1bQ	Harry Styles - Watermelon Sugar (Official Audio)	HarryStylesVEVO	Harry Styles	Watermelon Sugar	ok	Y		1
5IsSpAOD6K8	Talking Heads - Once in a Lifetime (Official Video)	Talking Heads	Talking Heads	Once in a Lifetime	ok	Y		5
a2_ss9y-VjE	Garou, Céline Dion - Sous le vent (Vidéo officielle remasterisée en HD)	GarouVEVO	Garou & Céline Dion	Sous le vent	ok	Y		3
ay9y3CTkT40	Justin Bieber - Peaches ft. Daniel Caesar, Giveon (Lyric Video)	Justin Bieber	Justin Bieber	Peaches	ok	Y		2
V1Z586zoeeE	Harry Styles - As It Was (Audio)	HarryStylesVEVO	Harry Styles	As It Was	ok	Y		1
SWpAYbgHmTo	Miley Cyrus - Flowers (Official Audio)	Nightly	Miley Cyrus	Flowers	ok	Y		1
q2Rc5BPjPq8	Mission: Impossible (Main Title)	Lalo Schifrin - Topic	Lalo Schifrin	Mission: Impossible Theme	ok	Y		3
uq-gYOrU8bA	Paul Simon - You Can Call Me Al (Official Video)	PaulSimonVEVO	Paul Simon	You Can Call Me Al	ok	Y		1
EPo5wWmKEaI	Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer	PitbullVEVO	Pitbull & Ne-Yo & Afrojack & Nayer	Give Me Everything	ok	Y		7
glEiPXAYE-U	The Notorious B.I.G. - Hypnotize (Official Music Video) [4K]	The Notorious B.I.G.	The Notorious B.I.G.	Hypnotize	ok	Y		3
JYuyWrkwpok	Frank Sinatra - Fly Me To The Moon (Audio) ft. Count Basie And His Orchestra	FrankSinatraVEVO	Frank Sinatra	Fly Me to the Moon	ok	Y		2
55uDJ39W4i0	Green Hill Zone - Sonic the Hedgehog [OST]	DeoxysPrime	Bande originale	Green Hill Zone	ok	Y		1
h1iXtgCOCxo	Rema - Calm Down	LatinHype	Rema	Calm Down	ok	Y		3
HeOpRzcqKrE	Ed Sheeran - Bad Habits [Official Lyric Video]	Ed Sheeran	Ed Sheeran	Bad Habits	ok	Y		1
9muzyOd4Lh8	The Moody Blues - Nights In White Satin	@RedBaron863´s Music Jukebox	The Moody Blues	Nights in White Satin	ok	Y		2
FvOpPeKSf_4	Joji -  Glimpse of Us	88rising	Joji	Glimpse of Us	ok	Y		3
J9NQFACZYEU	Calvin Harris - Outside (Official Video) ft. Ellie Goulding	CalvinHarrisVEVO	Calvin Harris ft. Ellie Goulding	Outside	ok	Y		1
_WrcVeqcF9U	Daniel Levi & Karine Costa・"Ce Rêve Bleu" à Disneyland Paris	Filmographik	Karine Costa & Patrick Fiori	Ce rêve bleu	ok	Y		1
GrAchTdepsU	24kGoldn - Mood (Official Video) ft. iann dior	24KGoldnVEVO	24kGoldn & iann dior	Mood	ok	Y		2
VXPvpK2ct4M	Nelly Furtado - Promiscuous (Lyric Video) ft. Timbaland	NellyFurtadoVEVO	Nelly Furtado & Timbaland	Promiscuous	ok	Y		1
tmIO0eSAXrw	Olivia Rodrigo - good 4 u (Lyrics)	LatinHype	Olivia Rodrigo	good 4 u	ok	Y		1
U7-dxzp6Jvs	Go_A - SHUM - Ukraine 🇺🇦 Official Music Video - Eurovision 2021	Eurovision Song Contest	Go_A	Shum	ok	Y		1
7uEBuqkkQRk	New Order - Bizarre Love Triangle Music Video	Vovan105	New Order	Bizarre Love Triangle	ok	N	blocked_FR	3
zLSUp53y-HQ	Taylor Swift - cardigan (Official Lyric Video)	Taylor Swift	Taylor Swift	cardigan	ok	Y		2
4ow0bA4H3BQ	Heartbeats The Knife	dvana	The Knife	Heartbeats	ok	Y		2
tVUYyVfydqY	Super Metroid Music - Brinstar (The Jungle Floor)	Metroid Music Channel	Bande originale	Brinstar Theme	title_mismatch	Y		1
jCOX8dT9q8M	Beyoncé - TEXAS HOLD 'EM (Official Lyric Video)	BeyoncéVEVO	Beyoncé	TEXAS HOLD 'EM	ok	Y		2
bek1y2uiQGA	Avicii vs Nicky Romero - I Could Be The One (Nicktim)	AviciiOfficialVEVO	Avicii vs Nicky Romero	I Could Be the One	ok	Y		1
GbpnAGajyMc	Come On Eileen	Dexys Midnight Runners - Topic	Dexys Midnight Runners	Come On Eileen	ok	Y		3
lgHGU8gqz9U	France Gall - Ella, elle l'a (Clip officiel)	France Gall et Michel Berger	France Gall	Ella, elle l'a	ok	Y		3
U6HI__YOhe4	Daniel Balavoine - Mon fils ma bataille	DanielBalavoineVEVO	Daniel Balavoine	Mon fils ma bataille	ok	Y		3
xw0EozkBWuI	Elton John - Crocodile Rock	MusicStudio9	Elton John	Crocodile Rock	ok	Y		5
tKml80alH3Y	Myles Smith - Stargazing (Lyric Video)	MylesSmithVEVO	Myles Smith	Stargazing	ok	Y		1
3YqPKLZF_WU	Coldplay X BTS - My Universe (Official Video)	Coldplay	Coldplay & BTS	My Universe	ok	Y		4
fR6AWymfGXM	Ping Pong Level: 9999	Pongfinity	Bande originale	Pong	ok	Y		1
CAjbpS_dbAc	Sam Fender - Spit Of You (Lyric video)	Sam Fender	Sam Fender	Spit of You	ok	Y		1
ele2DMU49Jk	SAINt JHN - "Roses" Imanbek Remix (Official Audio)	SAINt JHN	SAINt JHN	Roses	ok	Y		1
PZtwxD5Myk0	David Kushner - Daylight (Lyric Video) (Official)	DavidKushnerVEVO	David Kushner	Daylight	ok	Y		1
A_MjCqQoLLA	The Beatles - The Beatles - Hey Jude (Official Music Video) [Remastered 2015]	TheBeatlesVEVO	The Beatles	Hey Jude	ok	Y		3
s88r_q7oufE	Queens Of The Stone Age - No One Knows (Official Music Video)	QueensStoneAgeVEVO	Queens of the Stone Age	No One Knows	ok	Y		3
C_mRN_iq1-k	JEAN PATRICK CAPDEVIELLE. Quand t'es dans le désert.	Fred92LiveMusic	Jean-Patrick Capdevielle	Quand t'es dans le désert	ok	Y		2
Q7c9gopd69k	Village People - Y.M.C.A (High-Quality Audio)	NPDT Process - The Way To Natural Sound	Village People	Y.M.C.A.	ok	Y		4
xXgCIjYjXWY	The Doors - Light My Fire (Single Mix) [Official Audio]	The Doors	The Doors	Light My Fire	ok	Y		2
uPNPGWBe4sM	Début De Soirée - Nuit De Folie (Remastered) [Audio HQ]	GoldenMusic	Début de Soirée	Nuit de folie	ok	Y		3
6dYWe1c3OyU	Gloria Gaynor - I Will Survive	GloriaGaynorVEVO	Gloria Gaynor	I Will Survive	ok	Y		6
PRpiBpDy7MQ	Don McLean - American Pie (Lyric Video)	DonMcLeanVEVO	Don McLean	American Pie	ok	Y		2
ZUB_b32RvFY	Les entrechats 1 [4 épisodes complet]	Bonus DVD	Bande originale	Les Entrechats	ok	Y		1
y3KJ7d2qBoA	The Temptations - My Girl (Lyric Video)	TheTemptationsVEVO	The Temptations	My Girl	ok	Y		2
mVhy7JPqM7A	Bobby Hebb - Sunny (Official Audio)	All Seasons Music	Bobby Hebb	Sunny	ok	Y		1
rrBx6mAWYPU	The Commodores-Brick House	Miranda Mivino	Commodores	Brick House	ok	Y		3
UDfAdHBtK_Q	The Who - Won't Get Fooled Again (Shepperton Studios / 1978)	TheWhoVEVO	The Who	Won't Get Fooled Again	ok	Y		2
93rCJwmnghM	Blink-182 - What's My Age Again? (Official Audio)	blink 182	Blink-182	What's My Age Again?	ok	Y		1
9uf6EY2BZBw	The Guess Who - American Woman (Official Audio)	TheGuessWhoVEVO	The Guess Who	American Woman	ok	Y		2
yv68Wjyggo8	Lamu	Michael W. Smith - Topic	Bande originale	Lamu	ok	Y		1
1uYWYWPc9HU	Radiohead - Karma Police	Radiohead	Radiohead	Karma Police	ok	Y		4
DE-9mwfTXlc	Santana - Maria Maria	DenizliliO2O	Carlos Santana	Maria Maria	ok	Y		2
Z2BMBrCKMcY	Chayanne - Salomé (Vídeo Oficial)	chayanneVEVO	Chayanne	Salomé	ok	Y		2
PrMw6vzMUuU	Just Dance Video Game Hits, Vol. 1 | Hot Stuff (Donna Summer)	Ubisoft Music	Donna Summer	Hot Stuff	ok	Y		2
AZKcl4-tcuo	David Bowie - Life On Mars? (Official Video)	David Bowie	David Bowie	Life on Mars?	ok	Y		2
Kkdhtb9DVWQ	Paulina Rubio - Ni Una Sola Palabra	PaulinaRubioVEVO	Paulina Rubio	Ni una sola palabra	ok	Y		2
IJihBuoEhDk	Enrique Iglesias - Bailando (English) ft. Sean Paul, Descemer Bueno & Gente De Zona	Enrique Iglesias	Enrique Iglesias	Bailando	ok	Y		3
vsQrKZcYtqg	THEY MIGHT BE GIANTS "Istanbul (Not Constantinople)"	tubmanss	They Might Be Giants	Istanbul (Not Constantinople)	ok	Y		1
gp5JCrSXkJY	Buffalo Springfield - For What It's Worth 1967	PettyYou007	Buffalo Springfield	For What It's Worth	ok	Y		1
0T-if-Vj2Xs	The Office (Main Theme)	The Office Band - Topic	Bande originale	The Office Theme	ok	Y		2
KlFPDi1B-jM	Rod Stewart - Maggie May (1971) [HQ+Lyrics]	All of Rod Stewart	Rod Stewart	Maggie May	ok	Y		1
QgmzAu7_wyc	Meghan Trainor - All About That Bass (Official Audio)	MeghanTrainorVEVO	Meghan Trainor	All About That Bass	ok	Y		2
ZdJmXeod0RE	Commodores - Brick House (Audio)	CommodoresVEVO	Commodores	Brick House	ok	Y		3
Q2FzZSBD5LE	Deep Purple - Smoke On the Water (Official Music Video)	Deep Purple Official	Deep Purple	Smoke on the Water	ok	Y		4
bn_p95HbHoQ	Kali Uchis – telepatía [Official Music Video]	KALI UCHIS	Kali Uchis	Telepatía	ok	Y		2
129kuDCQtHs	Bruce Springsteen - Dancing In the Dark (Official Video)	BruceSpringsteenVEVO	Bruce Springsteen	Dancing in the Dark	ok	Y		4
OZuW6BH_Vak	Heart-Crazy On You	SuperKevinheart	Heart	Crazy on You	ok	Y		1
dIQ7EcEMQdM	Malfeitor	Watain - Topic	Watain	Malfeitor	ok	Y		1
lXgkuM2NhYI	David Bowie - "Heroes" (Official Video) [HD]	David Bowie	David Bowie	Heroes	ok	Y		8
p5rQHoaQpTw	Elton John - Bennie and the Jets	Rewind Music Group	Elton John	Bennie and the Jets	ok	Y		1
qeMFqkcPYcg	Eurythmics, Annie Lennox, Dave Stewart - Sweet Dreams (Are Made Of This) (Official Video)	EurythmicsVEVO	Eurythmics	Sweet Dreams (Are Made of This)	ok	Y		9
5igDtWadYms	Eagles - Take it Easy (Official Audio)	Eagles	Eagles	Take It Easy	ok	Y		5
nwsewSMWIas	Alexandra Stan - Mr. Saxobeat (Official Video)	Alexandra Stan	Alexandra Stan	Mr. Saxobeat	ok	Y		2
SEjw5rdyvVg	Aventura - Obsesion	Aventura	Aventura	Obsesión	ok	Y		2
5LBnMRWeV-E	Cornershop - Brimful Of Asha, Norman Cook Mix (Tjinder Singh) Official Music Video	Cornershop	Cornershop	Brimful of Asha	ok	Y		2
UsqDoz2Co4o	Lionel Richie & Diana Ross   Endless Love   1982   (Audio Remastered)	lucio sampaio	Lionel Richie & Diana Ross	Endless Love	ok	Y		3
aQUlA8Hcv4s	Electric Light Orchestra - Mr. Blue Sky (Official Video)	ELOVEVO	Electric Light Orchestra	Mr. Blue Sky	ok	Y		5
6sfu5QtTQzU	Len - Steal My Sunshine (Remastered Anniversary Edition)	LEN TV	Len	Steal My Sunshine	ok	Y		1
BHkhIjG0DKc	Dancing in the Street | Silent Music Video	Strack Azar	David Bowie & Mick Jagger	Dancing in the Street	ok	Y		2
c1GxjzHm5us	New Order - Blue Monday (Official Lyric Video)	New Order	New Order	Blue Monday	ok	Y		4
Gztabfs5ngA	Tom Sawyer - Rush (HD Remaster by Platinum Productions)	Jay Sean	Rush	Tom Sawyer	ok	Y		2
mpaPBCBjSVc	The Black Keys - Tighten Up [Official Music Video]	The Black Keys	The Black Keys	Tighten Up	ok	Y		1
7G2-FPlvY58	The Doors - Riders on the Storm (Official Audio)	The Doors	The Doors	Riders on the Storm	ok	Y		3
JukJgxLiFLE	Vitalic - Poney Part 1	vitalicofficial	Vitalic	Poney Part 1	ok	Y		1
AkFqg5wAuFk	Pantera - Walk (Official Music Video) [4K]	Pantera	Pantera	Walk	ok	Y		2
9Sc-ir2UwGU	Kygo - Firestone ft. Conrad Sewell (Official Video)	KygoOfficialVEVO	Kygo feat. Conrad Sewell	Firestone	ok	Y		4
YfjTZLxekig	Saliva - Click Click Boom (Official Music Video)	SalivaVEVO	Saliva	Click Click Boom	ok	Y		1
XhzpxjuwZy0	House of Pain - Jump Around (Official 4K Music Video)	Tommy Boy	House of Pain	Jump Around	ok	Y		6
QX8dv5GQ2lU	Jungkook - Seven (original audio + clean - no Latto rap)	Beargyu	Jungkook ft. Latto	Seven	ok	Y		5
tOgftEf7UDg	Michael Jackson Smooth Criminal (Audio HQ)	marie de jackson	Michael Jackson	Smooth Criminal	ok	Y		3
m-M1AtrxztU	Clean Bandit - Rather Be ft. Jess Glynne [Official Video]	Clean Bandit	Clean Bandit & Jess Glynne	Rather Be	ok	Y		10
aMk-SZoU_f4	Omi - Cheerleader [Official Audio]	Chase Shmurda	OMI	Cheerleader	ok	Y		5
PE0Wu1ivS7Q	Soft Cell - Tainted Love (Lyric Video)	SoftCellVEVO	Soft Cell	Tainted Love	ok	Y		3
XZVpR3Pk-r8	Soft Cell - Tainted Love (Official Music Video)	SoftCellVEVO	Soft Cell	Tainted Love	ok	Y		7
-tJYN-eG1zk	Queen - We Will Rock You (Official Video)	Queen Official	Queen	We Will Rock You	ok	Y		7
6RUIeX6UCT8	Don Henley - The Boys Of Summer	DonHenleyVEVO	Don Henley	The Boys of Summer	ok	Y		1
KEXQkrllGbA	Bill Withers - Lean On Me	SCCASTOR	Bill Withers	Lean on Me	ok	N	blocked_FR	3
PT2_F-1esPk	The Chainsmokers - Closer (Lyric) ft. Halsey	ChainsmokersVEVO	The Chainsmokers & Halsey	Closer	ok	Y		7
O52jAYa4Pm8	Talking Heads - Psycho Killer	louis bertrand	Talking Heads	Psycho Killer	ok	Y		2
B9dSYgd5Elk	MGMT - Time to Pretend (Official HD Video)	MGMTVEVO	MGMT	Time to Pretend	ok	Y		3
yBNscWhrz9Q	Quand te reverrai-je, pays merveilleux ?	Michel Blanc - Topic	Les Bronzés	Quand te reverrai-je, pays merveilleux	artist_mismatch	Y		1
PoJh4JNedns	Oasis - Wonderwall (Audio)	YOUMUSIC	Oasis	Wonderwall	ok	Y		3
YXnjy5YlDwk	Marc Anthony - Vivir Mi Vida (Official Video)	marcanthonyVEVO	Prince Royce	Darte un Beso	ok	Y		3
D2_oJJUhseA	The Cars - Drive (Audio Remastered) (HQ)	Laura Aurelia	The Cars	Drive	ok	Y		1
mNsm2P0l_7Y	Céline Dion - My Heart Will Go On (Official Audio)	CelineDionVEVO	Céline Dion	My Heart Will Go On	ok	Y		5
lDK9QqIzhwk	Bon Jovi - Livin' On A Prayer	BonJoviVEVO	Bon Jovi	Livin' on a Prayer	ok	Y		7
a_UqAMQT_LE	Manu Chao - Bongo Bong (Official Audio)	Manu Chao	Manu Chao	Bongo Bong	ok	Y		6
zg99uHoY3nY	J. Balvin, Willy William - Mi Gente
(Audio)	Luis Fernando Flores	J Balvin	Mi Gente	ok	Y		3
xxddJMlnICI	Carole Fredericks, Jean-Jacques Goldman, Michael Jones - À nos actes manqués (Paroles)	Paroles Françaises	Fredericks Goldman Jones	À nos actes manqués	ok	Y		2
zt51rITH3EA	Cream - Sunshine Of Your Love (HD)	Rock s Músicas	Cream	Sunshine of Your Love	ok	Y		4
q-JfLMz8QNI	The Breeders - Cannonball (Official Visualiser)	The Breeders	The Breeders	Cannonball	ok	Y		2
CZXLLMbJdZ4	The La's - There She Goes	TheLasVEVO	The La's	There She Goes	ok	Y		2
p8LZhGUu7C8	Smash Mouth - Walkin' on the Sun	Mental Set	Smash Mouth	Walkin' on the Sun	ok	Y		2
CI-rKJdUiuU	Beck - Loser	Side B	Beck	Loser	ok	Y		2
01-2pNCZiNk	Edwin Starr - War (Original Video - 1969)	Stream Crops	Edwin Starr	War	ok	Y		2
53a_yC4oBsc	Florent Pagny - Caruso	FlorentPagnyVEVO	Florent Pagny & ?	Caruso?	ok	Y		3
WyF8RHM1OCg	Whitesnake - Here I Go Again '87 (Official Music Video)	Whitesnake TV	Whitesnake	Here I Go Again	ok	Y		7
t_jHrUE5IOk	Maluma - Felices los 4 (Official Video)	MalumaVEVO	Maluma	Felices los 4	ok	Y		2
R8dKomfe_0s	Bruno Coulais - Les Choristes - Caresse sur l'océan	Ciné Music Club	Les Choristes	Caresse sur l'océan	ok	Y		1
8AF-Sm8d8yk	Bigflo & Oli - Dommage	BigfloetoliVEVO	Bigflo & Oli	Dommage	ok	Y		5
GOQtzxPnoY0	Vanilla Ice - Ice Ice Baby (Remastered) [Audio HQ]	GoldenMusic	Vanilla Ice	Ice Ice Baby	ok	Y		3
